file_name,timestamp_sec,label
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,0.093,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,3.738,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,4.470,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,4.981,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,6.142,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,6.362,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,6.978,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,8.011,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,8.185,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,9.451,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,11.343,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,12.028,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,12.632,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,13.735,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,14.478,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,15.047,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,15.372,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,15.697,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,16.184,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,17.461,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,18.541,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,19.772,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,20.248,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,21.223,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,27.829,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,28.491,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,29.536,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,30.917,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,33.065,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,33.472,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,33.739,shoe_squeak
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,34.284,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,34.586,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,35.051,ball_bounce
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,43.328,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,43.862,ambient_noise
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,44.373,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,45.581,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,46.660,racket_hit
Aryna Sabalenka v Elena Rybakina Highlights | Australian Open 2026 Final_720p.mp4,47.903,racket_hit
